,signage_id,day,name,address,state,popular_time,weekend
166,1223,Saturday,TMpoint Skudai,"Jalan Laksamana 3 Lorong 1,Taman Ungku Tun Aminah,Skudai,Johor",Johor,256,1.0
167,1223,Sunday,TMpoint Skudai,"Jalan Laksamana 3 Lorong 1,Taman Ungku Tun Aminah,Skudai,Johor",Johor,0,0.0
168,1224,Wednesday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,499,0.0
169,1224,Friday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,473,1.0
170,1224,Tuesday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,458,0.0
171,1224,Monday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,455,0.0
172,1224,Thursday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,396,0.0
173,1224,Saturday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,256,1.0
174,1224,Sunday,TMpoint Pontian ,"Jalan Alsagoff,Kampung Dalam,Pontian,Johor",Johor,0,0.0
175,1225,Monday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,523,0.0
176,1225,Wednesday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,519,0.0
177,1225,Thursday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,471,0.0
178,1225,Tuesday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,458,0.0
179,1225,Friday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,428,1.0
180,1225,Sunday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,0,0.0
181,1225,Saturday,TMpoint Kluang,"Jalan Sultan,Kampung Masjid Lama,Kluang,Johor",Johor,0,1.0
182,1226,Saturday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,620,1.0
183,1226,Wednesday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,564,0.0
184,1226,Monday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,485,0.0
185,1226,Tuesday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,471,0.0
186,1226,Thursday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,458,0.0
187,1226,Sunday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,294,0.0
188,1226,Friday,TMpoint Segamat,"Jalan Ibrahim,Kampung Gubah,Segamat,Johor",Johor,0,1.0
